Time,Operator,Production Order,Material #,Quantity,Serial #,Leak Rate
2021-06-30 14:42:43.934345,Colin Moore,6030159,5198832,20,,8.255574928660815e-11
2021-06-30 14:42:44.023859,Colin Moore,6030159,5198832,20,,8.277438584323555e-11
2021-06-30 14:42:44.113301,Colin Moore,6030159,5198832,20,,8.272208814905684e-11
2021-06-30 14:42:44.202930,Colin Moore,6030159,5198832,20,,8.222806596660305e-11
2021-06-30 14:42:44.303816,Colin Moore,6030159,5198832,20,,8.25366256186021e-11
2021-06-30 14:42:44.391116,Colin Moore,6030159,5198832,20,,8.300295686485052e-11
2021-06-30 14:42:44.477933,Colin Moore,6030159,5198832,20,,8.263742201325887e-11
2021-06-30 14:42:44.564207,Colin Moore,6030159,5198832,20,,8.312550643641498e-11
2021-06-30 14:42:44.650806,Colin Moore,6030159,5198832,20,,8.30841524300868e-11
2021-06-30 14:42:44.737610,Colin Moore,6030159,5198832,20,,8.348047091362493e-11
2021-06-30 14:42:44.824112,Colin Moore,6030159,5198832,20,,8.359454614283687e-11
2021-06-30 14:42:44.910644,Colin Moore,6030159,5198832,20,,8.348269227166413e-11
2021-06-30 14:42:44.997143,Colin Moore,6030159,5198832,20,,8.300369479445088e-11
2021-06-30 14:42:45.085894,Colin Moore,6030159,5198832,20,,8.296237672110458e-11
2021-06-30 14:42:45.175536,Colin Moore,6030159,5198832,20,,8.360195683710105e-11
2021-06-30 14:42:45.264272,Colin Moore,6030159,5198832,20,,8.317499959407527e-11
2021-06-30 14:42:45.353822,Colin Moore,6030159,5198832,20,,8.340866597378432e-11
2021-06-30 14:42:45.442451,Colin Moore,6030159,5198832,20,,8.354638618044417e-11
2021-06-30 14:42:45.531195,Colin Moore,6030159,5198832,20,,8.331101110426852e-11
2021-06-30 14:42:45.619891,Colin Moore,6030159,5198832,20,,8.323707542696456e-11
2021-06-30 14:42:45.709418,Colin Moore,6030159,5198832,20,,8.368424187207103e-11
2021-06-30 14:42:45.798127,Colin Moore,6030159,5198832,20,,8.322451024086107e-11
2021-06-30 14:42:45.886892,Colin Moore,6030159,5198832,20,,8.345677861872332e-11
2021-06-30 14:42:45.976650,Colin Moore,6030159,5198832,20,,8.355157184274724e-11
2021-06-30 14:42:46.066411,Colin Moore,6030159,5198832,20,,8.342938939547365e-11
2021-06-30 14:42:46.155090,Colin Moore,6030159,5198832,20,,8.366792928685548e-11
2021-06-30 14:42:46.243801,Colin Moore,6030159,5198832,20,,8.39499593184812e-11
2021-06-30 14:42:46.332426,Colin Moore,6030159,5198832,20,,8.357676207540473e-11
2021-06-30 14:42:46.421136,Colin Moore,6030159,5198832,20,,8.36004746668957e-11
2021-06-30 14:42:46.509852,Colin Moore,6030159,5198832,20,,8.372948215613391e-11
2021-06-30 14:42:46.599877,Colin Moore,6030159,5198832,20,,8.394921638888602e-11
2021-06-30 14:42:46.688578,Colin Moore,6030159,5198832,20,,8.413135194700666e-11
2021-06-30 14:42:46.777345,Colin Moore,6030159,5198832,20,,8.426978450196122e-11
2021-06-30 14:42:46.866108,Colin Moore,6030159,5198832,20,,8.412242550733528e-11
2021-06-30 14:42:46.955829,Colin Moore,6030159,5198832,20,,8.452617107098904e-11
2021-06-30 14:42:47.041959,Colin Moore,6030159,5198832,20,,8.481142988395288e-11
2021-06-30 14:42:47.127741,Colin Moore,6030159,5198832,20,,8.480619740523584e-11
2021-06-30 14:42:47.215379,Colin Moore,6030159,5198832,20,,8.499394125694665e-11
2021-06-30 14:42:47.301091,Colin Moore,6030159,5198832,20,,8.517294319294818e-11
2021-06-30 14:42:47.386759,Colin Moore,6030159,5198832,20,,8.524715739918838e-11
2021-06-30 14:42:47.472433,Colin Moore,6030159,5198832,20,,8.578356494928877e-11
2021-06-30 14:42:47.558122,Colin Moore,6030159,5198832,20,,8.617702987780921e-11
2021-06-30 14:42:47.643858,Colin Moore,6030159,5198832,20,,8.627292494537914e-11
2021-06-30 14:42:47.731222,Colin Moore,6030159,5198832,20,,8.611892064920318e-11
2021-06-30 14:42:47.820964,Colin Moore,6030159,5198832,20,,8.659809607523813e-11
2021-06-30 14:42:47.909200,Colin Moore,6030159,5198832,20,,9.366763927764553e-09
2021-06-30 14:42:47.997675,Colin Moore,6030159,5198832,20,,9.372850489086605e-09
2021-06-30 14:42:48.085972,Colin Moore,6030159,5198832,20,,9.382814922799067e-09
2021-06-30 14:42:48.174180,Colin Moore,6030159,5198832,20,,9.446238359725854e-09
2021-06-30 14:42:48.262440,Colin Moore,6030159,5198832,20,,9.486811522109812e-09
2021-06-30 14:42:48.350679,Colin Moore,6030159,5198832,20,,9.499402517462218e-09
2021-06-30 14:42:48.439409,Colin Moore,6030159,5198832,20,,9.558816777958354e-09
2021-06-30 14:42:48.527876,Colin Moore,6030159,5198832,20,,9.586757948970605e-09
2021-06-30 14:42:48.616212,Colin Moore,6030159,5198832,20,,9.593420843325865e-09
2021-06-30 14:42:48.704596,Colin Moore,6030159,5198832,20,,9.632409302132441e-09
2021-06-30 14:42:48.792914,Colin Moore,6030159,5198832,20,,9.686205667521184e-09
2021-06-30 14:42:48.881386,Colin Moore,6030159,5198832,20,,1.0299061255318448e-08
2021-06-30 14:42:48.969906,Colin Moore,6030159,5198832,20,,1.352421196286434e-08
2021-06-30 14:42:49.058409,Colin Moore,6030159,5198832,20,,2.5536381150898e-10
2021-06-30 14:42:49.146876,Colin Moore,6030159,5198832,20,,3.8123925995082833e-10
2021-06-30 14:42:49.235409,Colin Moore,6030159,5198832,20,,5.39413269847048e-10
2021-06-30 14:42:49.323923,Colin Moore,6030159,5198832,20,,7.262916081085387e-10
2021-06-30 14:42:49.412434,Colin Moore,6030159,5198832,20,,9.350112433977542e-10
2021-06-30 14:42:49.500925,Colin Moore,6030159,5198832,20,,1.1486318477299194e-09
2021-06-30 14:42:49.589661,Colin Moore,6030159,5198832,20,,1.3660727105168531e-09
2021-06-30 14:42:49.678110,Colin Moore,6030159,5198832,20,,1.5555544627232656e-09
2021-06-30 14:42:49.766605,Colin Moore,6030159,5198832,20,,1.7169312685833083e-09
2021-06-30 14:42:49.855029,Colin Moore,6030159,5198832,20,,1.8508193258121938e-09
2021-06-30 14:42:49.943626,Colin Moore,6030159,5198832,20,,1.9764264081325003e-09
2021-06-30 14:42:50.032153,Colin Moore,6030159,5198832,20,,2.070672203406006e-09
2021-06-30 14:42:50.120687,Colin Moore,6030159,5198832,20,,2.1514923112463653e-09
2021-06-30 14:42:50.209368,Colin Moore,6030159,5198832,20,,2.226729163508457e-09
2021-06-30 14:42:50.298096,Colin Moore,6030159,5198832,20,,2.2834253143839318e-09
2021-06-30 14:42:50.386589,Colin Moore,6030159,5198832,20,,2.3321915513104945e-09
2021-06-30 14:42:50.475056,Colin Moore,6030159,5198832,20,,2.371152400013069e-09
2021-06-30 14:42:50.563944,Colin Moore,6030159,5198832,20,,2.4037400936880956e-09
2021-06-30 14:42:50.652397,Colin Moore,6030159,5198832,20,,2.438822256601001e-09
2021-06-30 14:42:50.740918,Colin Moore,6030159,5198832,20,,2.4784395047399354e-09
2021-06-30 14:42:50.829370,Colin Moore,6030159,5198832,20,,2.502624251276734e-09
2021-06-30 14:42:50.918096,Colin Moore,6030159,5198832,20,,2.5178116148174593e-09
2021-06-30 14:42:51.006583,Colin Moore,6030159,5198832,20,,2.5401956113472932e-09
2021-06-30 14:42:51.095623,Colin Moore,6030159,5198832,20,,2.5425708045682035e-09
2021-06-30 14:42:51.184350,Colin Moore,6030159,5198832,20,,2.547721355459295e-09
2021-06-30 14:42:51.273061,Colin Moore,6030159,5198832,20,,2.5572804147336594e-09
2021-06-30 14:42:51.361718,Colin Moore,6030159,5198832,20,,2.5656914525522547e-09
2021-06-30 14:42:51.450479,Colin Moore,6030159,5198832,20,,2.580512842130218e-09
2021-06-30 14:42:51.539230,Colin Moore,6030159,5198832,20,,2.583453450113503e-09
2021-06-30 14:42:51.627953,Colin Moore,6030159,5198832,20,,2.5763573629792562e-09
2021-06-30 14:42:51.716711,Colin Moore,6030159,5198832,20,,2.5613894296775387e-09
2021-06-30 14:42:51.805552,Colin Moore,6030159,5198832,20,,2.5535356951096054e-09
2021-06-30 14:42:51.894290,Colin Moore,6030159,5198832,20,,2.5456352229797652e-09
2021-06-30 14:42:51.983110,Colin Moore,6030159,5198832,20,,2.5207102437845973e-09
2021-06-30 14:42:52.072436,Colin Moore,6030159,5198832,20,,2.506867506430065e-09
2021-06-30 14:42:52.162937,Colin Moore,6030159,5198832,20,,2.4992783056312615e-09
2021-06-30 14:42:52.252976,Colin Moore,6030159,5198832,20,,2.4768300251986623e-09
2021-06-30 14:42:52.343025,Colin Moore,6030159,5198832,20,,2.47228139936856e-09
2021-06-30 14:42:52.433154,Colin Moore,6030159,5198832,20,,2.4599864705769863e-09
2021-06-30 14:42:52.523161,Colin Moore,6030159,5198832,20,,2.4524678597593098e-09
2021-06-30 14:42:52.612091,Colin Moore,6030159,5198832,20,,2.4328517723167217e-09
2021-06-30 14:42:52.700492,Colin Moore,6030159,5198832,20,,2.408125609230031e-09
2021-06-30 14:42:52.789016,Colin Moore,6030159,5198832,20,,2.3861848009357952e-09
2021-06-30 14:42:52.877492,Colin Moore,6030159,5198832,20,,2.364842458174825e-09
2021-06-30 14:42:52.966119,Colin Moore,6030159,5198832,20,,2.3280611212701685e-09
2021-06-30 14:42:53.055215,Colin Moore,6030159,5198832,20,,2.303505957758734e-09
2021-06-30 14:42:53.143792,Colin Moore,6030159,5198832,20,,2.2842743137760807e-09
2021-06-30 14:42:53.232143,Colin Moore,6030159,5198832,20,,2.2518272351433544e-09
2021-06-30 14:42:53.320579,Colin Moore,6030159,5198832,20,,2.222181727965393e-09
2021-06-30 14:42:53.408947,Colin Moore,6030159,5198832,20,,2.194558403850164e-09
2021-06-30 14:42:53.497639,Colin Moore,6030159,5198832,20,,2.171759160119619e-09
2021-06-30 14:42:53.585998,Colin Moore,6030159,5198832,20,,2.148363751005507e-09
2021-06-30 14:42:53.674417,Colin Moore,6030159,5198832,20,,2.1350429077685654e-09
2021-06-30 14:42:53.763540,Colin Moore,6030159,5198832,20,,2.111940608081029e-09
2021-06-30 14:42:53.852055,Colin Moore,6030159,5198832,20,,2.0882382464642604e-09
2021-06-30 14:42:53.941069,Colin Moore,6030159,5198832,20,,2.073962778931021e-09
2021-06-30 14:42:54.031222,Colin Moore,6030159,5198832,20,,2.0425167558920616e-09
2021-06-30 14:42:54.119589,Colin Moore,6030159,5198832,20,,2.015137439201564e-09
2021-06-30 14:42:54.208429,Colin Moore,6030159,5198832,20,,1.986240779418724e-09
2021-06-30 14:42:54.297025,Colin Moore,6030159,5198832,20,,1.959415400800812e-09
2021-06-30 14:42:54.385667,Colin Moore,6030159,5198832,20,,1.9331460923696155e-09
2021-06-30 14:42:54.474974,Colin Moore,6030159,5198832,20,,1.918388665595109e-09
2021-06-30 14:42:54.563690,Colin Moore,6030159,5198832,20,,1.897409713267928e-09
2021-06-30 14:42:54.652963,Colin Moore,6030159,5198832,20,,1.8726900557207233e-09
2021-06-30 14:42:54.743174,Colin Moore,6030159,5198832,20,,1.861445786875611e-09
2021-06-30 14:42:54.832072,Colin Moore,6030159,5198832,20,,1.8489499966278685e-09
2021-06-30 14:42:54.920859,Colin Moore,6030159,5198832,20,,1.8369108120133205e-09
2021-06-30 14:42:55.009622,Colin Moore,6030159,5198832,20,,1.8325979635626376e-09
2021-06-30 14:42:55.098190,Colin Moore,6030159,5198832,20,,1.8303918382468245e-09
2021-06-30 14:42:55.187455,Colin Moore,6030159,5198832,20,,1.828833909197018e-09
2021-06-30 14:42:55.276351,Colin Moore,6030159,5198832,20,,1.8290285865432891e-09
2021-06-30 14:42:55.365610,Colin Moore,6030159,5198832,20,,1.8237609359890452e-09
2021-06-30 14:42:55.456274,Colin Moore,6030159,5198832,20,,1.820400276874333e-09
2021-06-30 14:42:55.544891,Colin Moore,6030159,5198832,20,,1.826278231814755e-09
2021-06-30 14:42:55.633489,Colin Moore,6030159,5198832,20,,1.827418618183068e-09
2021-06-30 14:42:55.721954,Colin Moore,6030159,5198832,20,,1.8279492404771083e-09
2021-06-30 14:42:55.810572,Colin Moore,6030159,5198832,20,,1.831348420904622e-09
2021-06-30 14:42:55.899237,Colin Moore,6030159,5198832,20,,1.834655619183382e-09
2021-06-30 14:42:55.988513,Colin Moore,6030159,5198832,20,,1.8351348571046774e-09
2021-06-30 14:42:56.077264,Colin Moore,6030159,5198832,20,,1.8426491920635778e-09
2021-06-30 14:42:56.167931,Colin Moore,6030159,5198832,20,,1.8469218019132e-09
2021-06-30 14:42:56.257826,Colin Moore,6030159,5198832,20,,1.8531026653361413e-09
2021-06-30 14:42:56.347050,Colin Moore,6030159,5198832,20,,1.867433466681474e-09
2021-06-30 14:42:56.436116,Colin Moore,6030159,5198832,20,,1.8717388463040475e-09
2021-06-30 14:42:56.525180,Colin Moore,6030159,5198832,20,,1.878690796941071e-09
2021-06-30 14:42:56.614273,Colin Moore,6030159,5198832,20,,1.8756377480391643e-09
2021-06-30 14:42:56.704234,Colin Moore,6030159,5198832,20,,1.876464050653437e-09
2021-06-30 14:42:56.793567,Colin Moore,6030159,5198832,20,,1.8881777148487164e-09
2021-06-30 14:42:56.882593,Colin Moore,6030159,5198832,20,,1.8982475804471227e-09
2021-06-30 14:42:56.972657,Colin Moore,6030159,5198832,20,,1.909897624596514e-09
2021-06-30 14:42:57.062199,Colin Moore,6030159,5198832,20,,1.9220914395417144e-09
2021-06-30 14:42:57.148337,Colin Moore,6030159,5198832,20,,1.9326365246797204e-09
2021-06-30 14:42:57.239685,Colin Moore,6030159,5198832,20,,1.953047645953051e-09
2021-06-30 14:42:57.325886,Colin Moore,6030159,5198832,20,,1.9702838405977522e-09
2021-06-30 14:42:57.413123,Colin Moore,6030159,5198832,20,,1.996622736485533e-09
2021-06-30 14:42:57.499611,Colin Moore,6030159,5198832,20,,2.013703350504196e-09
2021-06-30 14:42:57.586336,Colin Moore,6030159,5198832,20,,2.0429863869748574e-09
2021-06-30 14:42:57.672856,Colin Moore,6030159,5198832,20,,2.075636203912478e-09
2021-06-30 14:42:57.759687,Colin Moore,6030159,5198832,20,,2.109973009835701e-09
2021-06-30 14:42:57.848016,Colin Moore,6030159,5198832,20,,2.1426860668960133e-09
2021-06-30 14:42:57.937637,Colin Moore,6030159,5198832,20,,2.180582385655235e-09
2021-06-30 14:42:58.026534,Colin Moore,6030159,5198832,20,,2.216365096276138e-09
2021-06-30 14:42:58.116311,Colin Moore,6030159,5198832,20,,2.2452812839836524e-09
2021-06-30 14:42:58.205349,Colin Moore,6030159,5198832,20,,2.2700999462959165e-09
2021-06-30 14:42:58.295750,Colin Moore,6030159,5198832,20,,2.3069214635623427e-09
2021-06-30 14:42:58.384005,Colin Moore,6030159,5198832,20,,2.3189919077124698e-09
2021-06-30 14:42:58.472195,Colin Moore,6030159,5198832,20,,2.3413648115479308e-09
2021-06-30 14:42:58.561699,Colin Moore,6030159,5198832,20,,2.3788889330075078e-09
2021-06-30 14:42:58.651121,Colin Moore,6030159,5198832,20,,2.405595559315341e-09
2021-06-30 14:42:58.740173,Colin Moore,6030159,5198832,20,,2.428017149786282e-09
2021-06-30 14:42:58.829496,Colin Moore,6030159,5198832,20,,2.4584833536116114e-09
2021-06-30 14:42:58.918895,Colin Moore,6030159,5198832,20,,2.483298098205136e-09
2021-06-30 14:42:59.007909,Colin Moore,6030159,5198832,20,,2.5100427876049713e-09
2021-06-30 14:42:59.097240,Colin Moore,6030159,5198832,20,,2.5393881106906283e-09
2021-06-30 14:42:59.187311,Colin Moore,6030159,5198832,20,,2.5445683439010364e-09
2021-06-30 14:42:59.276717,Colin Moore,6030159,5198832,20,,2.5654687361932036e-09
2021-06-30 14:42:59.366133,Colin Moore,6030159,5198832,20,,2.5807245439846747e-09
2021-06-30 14:42:59.455572,Colin Moore,6030159,5198832,20,,2.594450336534063e-09
2021-06-30 14:42:59.545036,Colin Moore,6030159,5198832,20,,2.610799344970031e-09
2021-06-30 14:42:59.634484,Colin Moore,6030159,5198832,20,,2.621006989606765e-09
2021-06-30 14:42:59.723948,Colin Moore,6030159,5198832,20,,2.637222444029731e-09
2021-06-30 14:42:59.813387,Colin Moore,6030159,5198832,20,,2.666639678845682e-09
2021-06-30 14:42:59.902848,Colin Moore,6030159,5198832,20,,2.6841136944072152e-09
2021-06-30 14:42:59.992505,Colin Moore,6030159,5198832,20,,2.7160882424101403e-09
2021-06-30 14:43:00.082210,Colin Moore,6030159,5198832,20,,2.732129232244908e-09
2021-06-30 14:43:00.171733,Colin Moore,6030159,5198832,20,,2.747563569353031e-09
2021-06-30 14:43:00.261178,Colin Moore,6030159,5198832,20,,2.7686414678254346e-09
2021-06-30 14:43:00.350662,Colin Moore,6030159,5198832,20,,2.7733684587386133e-09
2021-06-30 14:43:00.440192,Colin Moore,6030159,5198832,20,,2.7896891462417974e-09
2021-06-30 14:43:00.529440,Colin Moore,6030159,5198832,20,,2.8001861613687782e-09
2021-06-30 14:43:00.618555,Colin Moore,6030159,5198832,20,,2.804820927801276e-09
2021-06-30 14:43:00.707535,Colin Moore,6030159,5198832,20,,2.826350730343641e-09
2021-06-30 14:43:00.796619,Colin Moore,6030159,5198832,20,,2.8430972811875746e-09
2021-06-30 14:43:00.885645,Colin Moore,6030159,5198832,20,,2.852572321370224e-09
2021-06-30 14:43:00.975662,Colin Moore,6030159,5198832,20,,2.8647442470421356e-09
2021-06-30 14:43:01.067573,Colin Moore,6030159,5198832,20,,2.8753915972836096e-09
2021-06-30 14:43:01.157519,Colin Moore,6030159,5198832,20,,2.8845157528324287e-09
2021-06-30 14:43:01.245266,Colin Moore,6030159,5198832,20,,2.887904564363927e-09
2021-06-30 14:43:01.332938,Colin Moore,6030159,5198832,20,,2.878636248841906e-09
2021-06-30 14:43:01.420642,Colin Moore,6030159,5198832,20,,2.8822397447553847e-09
2021-06-30 14:43:01.507364,Colin Moore,6030159,5198832,20,,2.891570747167125e-09
2021-06-30 14:43:01.593622,Colin Moore,6030159,5198832,20,,2.9085820308409334e-09
2021-06-30 14:43:01.679881,Colin Moore,6030159,5198832,20,,2.906789773370927e-09
2021-06-30 14:43:01.766081,Colin Moore,6030159,5198832,20,,2.904281807168235e-09
2021-06-30 14:43:01.855826,Colin Moore,6030159,5198832,20,,2.896326247623913e-09
2021-06-30 14:43:01.946062,Colin Moore,6030159,5198832,20,,2.89561122029634e-09
2021-06-30 14:43:02.035254,Colin Moore,6030159,5198832,20,,2.8951850090741914e-09
2021-06-30 14:43:02.124513,Colin Moore,6030159,5198832,20,,2.904874222675579e-09
2021-06-30 14:43:02.213820,Colin Moore,6030159,5198832,20,,2.923665287472725e-09
2021-06-30 14:43:02.303294,Colin Moore,6030159,5198832,20,,2.945179602659623e-09
2021-06-30 14:43:02.393546,Colin Moore,6030159,5198832,20,,2.9586785071828136e-09
2021-06-30 14:43:02.484296,Colin Moore,6030159,5198832,20,,2.9737650237855883e-09
2021-06-30 14:43:02.573045,Colin Moore,6030159,5198832,20,,2.999464725049286e-09
2021-06-30 14:43:02.661863,Colin Moore,6030159,5198832,20,,3.016720952922626e-09
2021-06-30 14:43:02.750651,Colin Moore,6030159,5198832,20,,3.02349166421963e-09
2021-06-30 14:43:02.839326,Colin Moore,6030159,5198832,20,,3.0438444887727105e-09
2021-06-30 14:43:02.928306,Colin Moore,6030159,5198832,20,,3.061321142887979e-09
2021-06-30 14:43:03.017140,Colin Moore,6030159,5198832,20,,3.056049289032503e-09
2021-06-30 14:43:03.106022,Colin Moore,6030159,5198832,20,,3.0609473662236847e-09
2021-06-30 14:43:03.194749,Colin Moore,6030159,5198832,20,,3.0634064931966678e-09
2021-06-30 14:43:03.283579,Colin Moore,6030159,5198832,20,,3.058231646455726e-09
2021-06-30 14:43:03.372215,Colin Moore,6030159,5198832,20,,3.062298925530101e-09
2021-06-30 14:43:03.460913,Colin Moore,6030159,5198832,20,,3.073161654969396e-09
2021-06-30 14:43:03.549741,Colin Moore,6030159,5198832,20,,3.0796198129990677e-09
2021-06-30 14:43:03.638571,Colin Moore,6030159,5198832,20,,3.0886730053995207e-09
2021-06-30 14:43:03.727357,Colin Moore,6030159,5198832,20,,3.090240189355022e-09
2021-06-30 14:43:03.816029,Colin Moore,6030159,5198832,20,,3.098758163846459e-09
2021-06-30 14:43:03.904709,Colin Moore,6030159,5198832,20,,3.112971360615712e-09
2021-06-30 14:43:03.993837,Colin Moore,6030159,5198832,20,,3.1341153042163063e-09
2021-06-30 14:43:04.082596,Colin Moore,6030159,5198832,20,,3.138363304918142e-09
2021-06-30 14:43:04.171247,Colin Moore,6030159,5198832,20,,3.1455614469109983e-09
2021-06-30 14:43:04.260082,Colin Moore,6030159,5198832,20,,3.153906539254759e-09
2021-06-30 14:43:04.348793,Colin Moore,6030159,5198832,20,,3.1384813979290116e-09
2021-06-30 14:43:04.437779,Colin Moore,6030159,5198832,20,,3.1191366812497315e-09
2021-06-30 14:43:04.526661,Colin Moore,6030159,5198832,20,,3.1092580873951736e-09
2021-06-30 14:43:04.615671,Colin Moore,6030159,5198832,20,,3.102064456863807e-09
2021-06-30 14:43:04.704344,Colin Moore,6030159,5198832,20,,3.101889580842616e-09
2021-06-30 14:43:04.793025,Colin Moore,6030159,5198832,20,,3.1170849743668856e-09
2021-06-30 14:43:04.881765,Colin Moore,6030159,5198832,20,,3.1302269950192677e-09
2021-06-30 14:43:04.970063,Colin Moore,6030159,5198832,20,,3.1406818028914633e-09
2021-06-30 14:43:05.058757,Colin Moore,6030159,5198832,20,,3.1424700009433265e-09
2021-06-30 14:43:05.147775,Colin Moore,6030159,5198832,20,,3.148552667103277e-09
2021-06-30 14:43:05.236552,Colin Moore,6030159,5198832,20,,3.1501977518202927e-09
2021-06-30 14:43:05.325313,Colin Moore,6030159,5198832,20,,3.164422568637944e-09
2021-06-30 14:43:05.414010,Colin Moore,6030159,5198832,20,,3.1750099089636887e-09
2021-06-30 14:43:05.502902,Colin Moore,6030159,5198832,20,,3.1759377473264635e-09
2021-06-30 14:43:05.591546,Colin Moore,6030159,5198832,20,,3.184648362193673e-09
2021-06-30 14:43:05.680253,Colin Moore,6030159,5198832,20,,3.1943976999671917e-09
2021-06-30 14:43:05.769010,Colin Moore,6030159,5198832,20,,3.1943976999671917e-09
2021-06-30 14:43:05.857773,Colin Moore,6030159,5198832,20,,3.1976405113354303e-09
2021-06-30 14:43:05.946465,Colin Moore,6030159,5198832,20,,3.19266483280106e-09
2021-06-30 14:43:06.035251,Colin Moore,6030159,5198832,20,,3.1794575099720198e-09
2021-06-30 14:43:06.123972,Colin Moore,6030159,5198832,20,,3.1648398916735933e-09
2021-06-30 14:43:06.212648,Colin Moore,6030159,5198832,20,,3.1656150925587504e-09
2021-06-30 14:43:06.301303,Colin Moore,6030159,5198832,20,,3.1587801683564474e-09
2021-06-30 14:43:06.390386,Colin Moore,6030159,5198832,20,,3.1434606599600185e-09
2021-06-30 14:43:06.479095,Colin Moore,6030159,5198832,20,,3.1201777567318675e-09
2021-06-30 14:43:06.568065,Colin Moore,6030159,5198832,20,,3.088556950651511e-09
2021-06-30 14:43:06.657231,Colin Moore,6030159,5198832,20,,3.0748362746729813e-09
2021-06-30 14:43:06.746068,Colin Moore,6030159,5198832,20,,3.0797789128250383e-09
2021-06-30 14:43:06.834652,Colin Moore,6030159,5198832,20,,3.0720505629850297e-09
2021-06-30 14:43:06.923372,Colin Moore,6030159,5198832,20,,3.0755150474935867e-09
2021-06-30 14:43:07.012166,Colin Moore,6030159,5198832,20,,3.0777979959336538e-09
2021-06-30 14:43:07.099068,Colin Moore,6030159,5198832,20,,3.0739988494217784e-09
2021-06-30 14:43:07.185460,Colin Moore,6030159,5198832,20,,3.059912526956212e-09
2021-06-30 14:43:07.271862,Colin Moore,6030159,5198832,20,,3.0571977083606803e-09
2021-06-30 14:43:07.358299,Colin Moore,6030159,5198832,20,,3.0588062044932084e-09
2021-06-30 14:43:07.444784,Colin Moore,6030159,5198832,20,,3.0614792927164868e-09
2021-06-30 14:43:07.531204,Colin Moore,6030159,5198832,20,,3.0626872483096807e-09
2021-06-30 14:43:07.617700,Colin Moore,6030159,5198832,20,,3.04212925516214e-09
2021-06-30 14:43:07.704068,Colin Moore,6030159,5198832,20,,3.0326832127511485e-09
2021-06-30 14:43:07.792265,Colin Moore,6030159,5198832,20,,3.0337805129025936e-09
2021-06-30 14:43:07.882590,Colin Moore,6030159,5198832,20,,3.0320848403508943e-09
2021-06-30 14:43:07.972195,Colin Moore,6030159,5198832,20,,3.0325407332216217e-09
2021-06-30 14:43:08.061905,Colin Moore,6030159,5198832,20,,3.029863268669209e-09
2021-06-30 14:43:08.151463,Colin Moore,6030159,5198832,20,,3.0137869392757275e-09
2021-06-30 14:43:08.241111,Colin Moore,6030159,5198832,20,,3.003488199429994e-09
2021-06-30 14:43:08.330586,Colin Moore,6030159,5198832,20,,2.9911781268077154e-09
2021-06-30 14:43:08.419489,Colin Moore,6030159,5198832,20,,2.9764278258827977e-09
2021-06-30 14:43:08.508369,Colin Moore,6030159,5198832,20,,2.9713561183853613e-09
2021-06-30 14:43:08.597196,Colin Moore,6030159,5198832,20,,2.9665708760731137e-09
2021-06-30 14:43:08.685948,Colin Moore,6030159,5198832,20,,2.955972255864337e-09
2021-06-30 14:43:08.774777,Colin Moore,6030159,5198832,20,,2.9519720864977707e-09
2021-06-30 14:43:08.863803,Colin Moore,6030159,5198832,20,,2.952055672408803e-09
2021-06-30 14:43:08.952770,Colin Moore,6030159,5198832,20,,2.950453914437853e-09
2021-06-30 14:43:09.042107,Colin Moore,6030159,5198832,20,,2.9469183884757626e-09
2021-06-30 14:43:09.131476,Colin Moore,6030159,5198832,20,,2.9355670373742203e-09
2021-06-30 14:43:09.221252,Colin Moore,6030159,5198832,20,,2.9125550944144354e-09
2021-06-30 14:43:09.310029,Colin Moore,6030159,5198832,20,,2.89869216107711e-09
2021-06-30 14:43:09.398533,Colin Moore,6030159,5198832,20,,2.883775232686917e-09
2021-06-30 14:43:09.488354,Colin Moore,6030159,5198832,20,,2.8771436753861264e-09
2021-06-30 14:43:09.578347,Colin Moore,6030159,5198832,20,,2.8822123303093353e-09
2021-06-30 14:43:09.668434,Colin Moore,6030159,5198832,20,,2.875815862317313e-09
2021-06-30 14:43:09.758679,Colin Moore,6030159,5198832,20,,2.870440428145652e-09
2021-06-30 14:43:09.848738,Colin Moore,6030159,5198832,20,,2.8728195460899254e-09
2021-06-30 14:43:09.938760,Colin Moore,6030159,5198832,20,,2.8585379061929156e-09
2021-06-30 14:43:10.028771,Colin Moore,6030159,5198832,20,,2.860664740969141e-09
2021-06-30 14:43:10.118772,Colin Moore,6030159,5198832,20,,2.8576520506616694e-09
2021-06-30 14:43:10.208773,Colin Moore,6030159,5198832,20,,2.8697296888880193e-09
2021-06-30 14:43:10.298768,Colin Moore,6030159,5198832,20,,2.8785951618404313e-09
2021-06-30 14:43:10.388602,Colin Moore,6030159,5198832,20,,2.8826646910324865e-09
2021-06-30 14:43:10.478724,Colin Moore,6030159,5198832,20,,2.8883849745458917e-09
2021-06-30 14:43:10.570407,Colin Moore,6030159,5198832,20,,2.8962849929029647e-09
2021-06-30 14:43:10.660252,Colin Moore,6030159,5198832,20,,2.9025876545383542e-09
2021-06-30 14:43:10.750473,Colin Moore,6030159,5198832,20,,2.9059903799229608e-09
2021-06-30 14:43:10.840163,Colin Moore,6030159,5198832,20,,2.907975341196255e-09
2021-06-30 14:43:10.930069,Colin Moore,6030159,5198832,20,,2.9176230779685496e-09
2021-06-30 14:43:11.019714,Colin Moore,6030159,5198832,20,,2.902188313418023e-09
2021-06-30 14:43:11.109314,Colin Moore,6030159,5198832,20,,2.893054571082799e-09
